,House Title,Location,Date,Link,Price,Bedrooms,Sqft,House Description
964,Big Comfortable Townhouse,Burnaby,1-Aug,https://vancouver.craigslist.org/bnc/apa/d/burnaby-big-comfortable-townhouse/6932439003.html,2800,3,1785,"

QR Code Link to This Post


o Beautiful and bright windows in the front
o Breezy windows at the back with tall green trees
o NO smoking and NO subletting
o We plan to leave the big glass table, which is ideal for the dining area, but if you want it gone, we will move it

Location
o Ideally located at the foot of Burnaby Mountain
o Ten minute walk (or two minute bus ride) to Production Way Station
o Ten minute bus ride to Simon Fraser University (SFU)
o Lovely neighbourhood with young families and a great elementary school
o Quiet street controlled by speed bumps 

Spacious livable home
o 3 spacious bedrooms with lots of closet space
o Huge basement for general storage, play room, or anything else!
o Kitchen with full-size stainless steel appliances, including electric stove, dishwasher, microwave, oven, etc.
o In-suite laundry
o Big family room 

Others
o One year lease required, then quarter to quarter
o One month deposit required
o Showings and interviews to be conducted in person only
o Credit, employment, and/or previous landlord references will be checked
o Tenant insurance required    "
965,(VANCOUVERLUXURYRENTALS.COM)New Westminster 4BR UpperLevel in New Home,Victoria Heights / New Westminster E.,1-Aug,https://vancouver.craigslist.org/bnc/apa/d/new-westminster/6947302790.html,5000,4,2300,"

QR Code Link to This Post


Property Details:

Property ID: 4465
Location: Victoria Heights / New Westminster E.
Rent: $5,000/mo
Availability: Immediately
Furnished: No
Bedroom: 4 Bedroom
Bathroom: 4.5 Bathroom
Size of Area: 2,300 sqft
Pet: Sorry, no pets allowed 
Parking: Yes 
Utilities: Not Included
Lease Term: Minimum lease term 1 year required


Listing Brokerage: Vancouver Luxury Realty  | Office Phone:  show contact info


Description: BRAND NEW 4 bedroom, 4.5 bathroom home that offers up sweeping views of the surrounding area from your main level. Views of the Fraser River from your Master bedroom and it's own private patio. Enjoy the most comfortable of living on main with its soaring 10' ft high ceilings and stunning kitchen decor that features a huge Quartz island with beautiful waterfall feature and very comfortable breakfast bar. Open dining and living space with gas fireplace framed by floor-to-ceiling stone extends outside onto 400+ sq ft of covered patio space that's outfitted with fireplace, cable/internet and gas for BBQ. 4-beds above main, all generously sized and 2 with en-suite. Huge master features beautiful stone-work and chandelier over the free-standing tub that privately looks out upon view. Media room down along with self-contained walk-out suite. 

Sorry no pets allowed. Tenant is responsible for utilities.

Please contact Renae at  show contact info
 reply to this ad to arrange your private viewing or inquire about the house.
Please include your personal contact info that we can reach you at in your reply email to be assisted faster.

 
** Professionally managed and marketed by Vancouver Luxury Realty. VLR does not charge prospective tenants any handling fees, application fees or processing fees. We are fully licensed with the Real Estate Council of British Columbia and simply act as the landlord/marketer for the owner. ** **Any storage locker and parking stall measurement/size to be verified by prospective tenants if applicable.**
 
More info visit us @ www.vancouverluxuryrentals.com
 "
966,2 BR basement suite - move-in condition,Burnaby (Royal Oak & Metrotown),1-Aug,https://vancouver.craigslist.org/bnc/apa/d/burnaby-2-br-basement-suite-move-in/6945352710.html,1400,2,1000,"

QR Code Link to This Post


2 BR basement suite available for rent

Convenient location: 5 minute drive to Metrotown, 7 minute drive to BCIT, close to Royal Oak station and bus routes 144 (Metrotown - SFU) and 119 (Metrotown - Edmonds), easy access to highway and all amenities.

Great condition: spacious living room/kitchen, full bath, washer on site, radiant heat, separate entry, street parking.

Rent $1400 per month for up to 2 people. No smoking of any kinds, no pets. 1 year lease. Reference and credit check required.

The suite is available as far as you see this ad. If you are interested, please email me with the following information of yourself and the person you will rent with: full name, contact info, occupation, employer, reason for moving, expected start date, availability for viewing. Response will be sent to those who have provided the information. Thanks.    "
967,"Garden Level Apartment near Lougheed, Burnaby",N/A,1-Aug,https://vancouver.craigslist.org/bnc/apa/d/burnaby-garden-level-apartment-near/6941456382.html,1595,2,,"

QR Code Link to This Post


Effective June 15, 2018 all real estate licensees must provide written disclosure of representation and risks to unrepresented parties. Please note that we are acting as agents on behalf of the owner(s) and prospective tenants will not be represented by ourselves.  Please see the disclosure forms here. https://knowledge.recbc.ca/resource/disclosure-of-representation-in-trading-services-mandatory-form and https://knowledge.recbc.ca/resource/disclosure-of-risks-to-unrepresented-parties. When responding to our rental ads via phone or email please be prepared to confirm you have read and understood these forms.  We would be pleased to answer any additional questions on this new legislation. Thank you.

*** If responding by email please include a contact number, thank you. ***

Address: 9857 Manchester Drive, Burnaby
Price/month: $1,595.00
Status: Available now 
Type of Property: Condo
Bedrooms: 1 + den
Bathrooms; 1
Appliances: Fridge, stove, dishwasher and shared laundry in the building
Parking: 1 stall secured
Smokers: Non smokers only
Pets: No pets
Lease Term: 1 year
General Comments: One bedroom and den garden level apartment in low rise building on quiet street. Newer kitchen, wood floors, 1 secure parking spot and heat and hot water included. Second bedroom is suitable for a children’s room or home office. Convenient location in North Burnaby close to Lougheed sky train station and mall with shopping and restaurants.  Lease and excellent references a must.

Contact: Bill Malkin, ACD Realty Corporation call  show contact info
 or text  show contact info
. View this and other listings at www.acdrealty.com.
 "
968,Original Well Maintained Family Home Near Deer Lake Park,N/A,1-Aug,https://vancouver.craigslist.org/bnc/apa/d/burnaby-original-well-maintained-family/6939789966.html,3200,3,,"

QR Code Link to This Post


Effective June 15, 2018 all real estate licensees must provide written disclosure of representation and risks to unrepresented parties. Please note that we are acting as agents on behalf of the owner(s) and prospective tenants will not be represented by ourselves.  Please see the disclosure forms here. https://knowledge.recbc.ca/resource/disclosure-of-representation-in-trading-services-mandatory-form and https://knowledge.recbc.ca/resource/disclosure-of-risks-to-unrepresented-parties. When responding to our rental ads via phone or email please be prepared to confirm you have read and understood these forms.  We would be pleased to answer any additional questions on this new legislation. Thank you.

Address: Clayton Court, Burnaby 
Price: $3,200.00 
Status: Available September 1
Type of Property: House 
Bedrooms: 3 
Bathrooms: 2.5 
Levels: 2 
Appliances: Fridge, stove, dishwasher, washer and dryer 
Parking: 2 enclosed garage 
Fireplace: Yes, gas 
Smokers: Non smokers only 
Pets: Small pet possible 
Lease Term: 1 year 
General Comments: Original, but well maintained 2 level non basement family home at end of the cul de sac near Deer Lake Park. Main floor has living room, formal dining area, kitchen with eating area and family room with newer flooring and gas fireplace. Full bathroom and laundry room with access to garage complete this floor. Upper floor has master with 2 piece en suite leading to full bathroom and two other bedrooms. Great location close to walking trails, Deer Lake Park, Buckingham Elementary school and Burnaby Central Secondary school. Lease and excellent references a must. 

Contact: Bill Malkin, ACD Realty Corporation call  show contact info
 or text  show contact info
. View this and other listings at www acdrealty com 

*** If responding by email please include a contact number, thank you. ***    "
969,"Quiet Garden Level Suite, Kingsway Burnaby",N/A,1-Aug,https://vancouver.craigslist.org/bnc/apa/d/quiet-garden-level-suite-kingsway/6941456943.html,1450,1,,"

QR Code Link to This Post


Effective June 15, 2018 all real estate licensees must provide written disclosure of representation and risks to unrepresented parties. Please note that we are acting as agents on behalf of the owner(s) and prospective tenants will not be represented by ourselves.  Please see the disclosure forms here. https://knowledge.recbc.ca/resource/disclosure-of-representation-in-trading-services-mandatory-form and https://knowledge.recbc.ca/resource/disclosure-of-risks-to-unrepresented-parties. When responding to our rental ads via phone or email please be prepared to confirm you have read and understood these forms.  We would be pleased to answer any additional questions on this new legislation. Thank you.

*** If responding by email please include a contact number, thank you. ***

Address: 6100 Block Kingsway, Burnaby
Price/month: $1,450.00
Status: Available September 1
Type of Property: Condo
Bedrooms: 1
Bathrooms: 1
Appliances: Fridge, stove, dishwasher and shared paid laundry 
Parking: 1 stall underground secured
Smokers: Non smokers only 
Pets: No pets 
Lease Term: 1 Year
General Comments: Completely renovated in 2017 by way of new flooring, cabinets, counter tops, lighting, bathroom, painting throughout and stainless appliances (fridge, stove, dishwasher). Ground level unit located on the quiet side of the building with large patio. Great location with transit and shops at your door. Ideal condo for a single individual or quiet couple. Rent includes hot water, 1 parking stall and 1 storage locker.  Lease and perfect references a must. *** Photos are from when renovations were completed in 2017.

Contact: Bill Malkin or Michelle Dodimead, ACD Realty Corporation call  show contact info
 or text  show contact info
. View this and other listings at www.acdrealty.com.
 "
970,"Ground Floor Suite in House, 11th Ave Burnaby",N/A,1-Aug,https://vancouver.craigslist.org/bnc/apa/d/burnaby-ground-floor-suite-in-house/6941467511.html,1495,2,,"

QR Code Link to This Post


Effective June 15, 2018 all real estate licensees must provide written disclosure of representation and risks to unrepresented parties. Please note that we are acting as agents on behalf of the owner(s) and prospective tenants will not be represented by ourselves.  Please see the disclosure forms here. https://knowledge.recbc.ca/resource/disclosure-of-representation-in-trading-services-mandatory-form and https://knowledge.recbc.ca/resource/disclosure-of-risks-to-unrepresented-parties. When responding to our rental ads via phone or email please be prepared to confirm you have read and understood these forms.  We would be pleased to answer any additional questions on this new legislation. Thank you.

*** If responding by email please include a contact number, thank you. ***

Address: 7100 Block 11th Avenue, Burnaby
Price/month: $1,495.00
Available: September 1
Type of Property: Ground floor suite in house
Bedrooms: 2
Bathrooms: 1
Appliances: Fridge, stove, dishwasher and shard laundry
Parking: Street parking
Smokers: Non smokers only
Pets: Small pet possible
Lease Term: 1 year
General Comments: Two bedroom ground floor suite in house. Convenient location close to Bryne Creek Secondary and walking distance to Edmonds skytrain. Lease and excellent references a must.

Contact: Bill Malkin, ACD Realty Corporation call  show contact info
 or text  show contact info
. View this and other listings at www.acdrealty.com.
 "
971,New 1 Bedroom Suite in custom built home in New Westminster,New Westminster,1-Aug,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-new-1-bedroom-suite-in/6947292062.html,1600,1,430,"

QR Code Link to This Post


New 1 Bedroom Suite in custom built home in New Westminster available September 1st, 2019. The location is a quiet neighborhood and is close to transit and shopping. Includes cable, WIFI Internet and utilities. The unit has it's own separate entrance, radiant heating (heated floors), brand new stainless steel appliances, separate washer and dryer included in unit, 75sq FT patio street parking and separate alarm. No pets or smoking allowed.    "
972,$1750 / 2br - 1100ft2 - Newly renovated Large 2 Bed suite,New Westminster,1-Aug,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-br-ft2-newly-renovated/6947288348.html,1750,2,1100,"

QR Code Link to This Post


FEATURES
- Recently renovated
- Over sized tile bath & Japanese super toilet
- Gourmet Kitchen featuring full size stainless steel appliances.
- Your own private laundry with BRAND NEW washer/dryer.
- Dishwasher & deep double kitchen sink
- Double size coat / Shoe closet 
- Master bed with large his and her closet
- Built in office area with desk 
- Your own private hedged patio space

Walk to Queen's park, Herbert Spencer School, Royal City Shopping Centre, Walmart. Bus transit 1/2 block away. Alternatively 18 minute walk to Skytrain

$1750 per month plus percentage of electric bill. Viewings will be provided for serious applicants.

Available August 1st

- No pets allowed
- No smoking, vaping, parties or drugs
- Proof of income and Reference check required
- No subletting

Please reply with details about yourself and your rental party/family, your reasons for choosing to live in this area,  and your occupation. 

Rent with confidence    "
973,LUXURY PET FRIENDLY 1 BR,New Westminster,1-Aug,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-luxury-pet-friendly-1-br/6926256651.html,1500,1,600,"

QR Code Link to This Post





 LUXURY 1 BR AVAILABLE JULY 1
RARELY AVAILABLE - Unique opportunity to rent a one bedroom suite in a completely renovated building, updated in the style, design and finishes of a luxury condo. This is not a unit that has been updated cosmetically, but a building that has been completely renovated top to bottom.  This unit features hardwood floors through out, modern white shaker style cabinets, kitchen pass through / breakfast bar,  stainless steel appliances (fridge, stove, dishwasher and microhood), restaurant style pull down faucet, in-suite washer and dryer, large bathroom with tub / shower combo with glass shower door and modern tile surrounds. 
The building features off street parking rented at a minimal monthly fee on a first come first served basis, secured enterphone entry, communal roof top balcony, on-site caretaker, and professional management with 24 hour emergency service line. 
Located in the up and coming west end neighborhood of New Westminster, this neighborhood is highly walkable, with a walk score of 80 and a plethora of funky shops along Twelfth Street including Renaissance Books, SN Hobbies, and Sugar Snack Thrift Shop; or a variety of eateries including Paradise Donair, Wild Thyme and the Thirsty Duck Pub.  Take a short stroll to the newly updated Moody Park with an outdoor pool, and lawn bowling club, Royal City Centre Shopping Centre featuring Walmart and Save On Foods, or the New Westminster Public Library and Downtown New Westminster.  Either way, you will never face a shortage of things to do in this neighborhood.
Available now, at an asking rent of $1500 including heat and hot water, 
The property is completely non-smoking, however, pets are welcome.
Please reply to this ad with some information about yourself and or anyone else, including pets that would be living in the unit, to schedule a viewing. Current landlord reference, employment or income verification and Credit Check required. 1 year lease required. 
"
974,NEWLY RENOVATED 1 & DEN,UPTOWN NEW WESTMINSTER,1-Aug,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-newly-renovated-1-den/6926264965.html,1650,2,800,"

QR Code Link to This Post





NEWLY RENOVATED 1 & DEN AVAILABLE NOW
RARELY AVAILABLE - Unique opportunity to rent a one bedroom and den suite in a completely renovated building.  This is not a unit that has been updated cosmetically, but a building that has been completely renovated top to bottom featuring hardwood floors through out, and all new windows.  These are large units with tons of windows for lots of natural light
The building features gated underground off street parking and full size storage lockers, both rented at a minimal monthly fee on a first come first served basis; modern card operated laundry in the building; on-site caretaker, and professional management with 24 hour emergency service line. 
Located in the hub of New Westminster’s Uptown neighborhood, this neighborhood is highly walkable, with a walk score of 88 and a plethora of shops and services located along 6th Street and 6th Avenue, including Royal City Centre Mall, Wal-Mart, New Westminster Public Library, Save On Foods and Empire Landmark Cinema’s. Or take a short stroll to the newly updated Moody Park with an outdoor pool, and lawn bowling club.  Either way, you will never face a shortage of things to do in this neighborhood.
Available Now, we have several of these beautiful one bedroom and den units available at an asking rent of $1800 per month including heat and hot water.  Plus for a limited time, we are offering a signing bonus of up to one month’s free rent for any leases signed prior to August 31, 2019.  The signing bonus can be applied to the first months rent, or can be spread out and applied monthly to help offset your monthly living costs.  If you qualify for the full month’s free rent, and applied this monthly, your monthly remittance would be brought down to $1,650 per month for the first twelve months of tenancy.
The property is completely non-smoking, however, pets are welcome.
Please reply to this ad, with some information about yourself and or anyone else, including pets that would be living in the unit to arrange a viewing time and to determine your eligibility for the signing bonus. 
Current landlord reference, employment or income verification and Credit Check required. 1 year lease required. 
Pictures may not be of exact unit available, and are meant for representation of finish, style and quality purposes only
"
975,Newly Renovated 1 Bedrooms,UPTOWN NEW WESTMINSTER,1-Aug,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-newly-renovated-1/6932741164.html,1515,1,500,"

QR Code Link to This Post





NEWLY RENOVATED 1 BEDROOMS AVAILABLE NOW
RARELY AVAILABLE - Unique opportunity to rent a one bedroom suite in a newly renovated building.  This is not a unit that has been updated cosmetically, but a building that has been completely renovated top to bottom featuring hardwood floors in the kitchen / dining area and bath, with new carpet in the living areas and bedroom, as well as, all new windows.  
The building features gated underground off street parking and full size storage lockers, both rented at a minimal monthly fee on a first come first served basis; modern card operated laundry in the building; on-site caretaker, and professional management with 24 hour emergency service line. 
Located in the hub of New Westminster’s Uptown neighborhood, this neighborhood is highly walkable, with a walk score of 88 and a plethora of shops and services located along 6th Street and 6th Avenue, including Royal City Centre Mall, Wal-Mart, New Westminster Public Library, Save On Foods and Empire Landmark Cinema’s. Or take a short stroll to the newly updated Moody Park with an outdoor pool, and lawn bowling club.  Either way, you will never face a shortage of things to do in this neighborhood.
Available Now, we have several of these beautiful one bedroom units available at an asking rent of $1650 per month including heat and hot water.  Plus for a limited time, we are offering a signing bonus of up to one month’s free rent for any leases signed prior to August 31, 2019.  The signing bonus can be applied to the first months rent, or can be spread out and applied monthly to help offset your monthly living costs.  If you qualify for the full month’s free rent, and applied this monthly, your monthly remittance would be brought down to $1,515 per month for the first twelve months of tenancy.
The property is completely non-smoking, however, pets are welcome.
Please reply to this ad, with some information about yourself and or anyone else, including pets that would be living in the unit to arrange a viewing time and to determine your eligibility for the signing bonus. 
Current landlord reference, employment or income verification and Credit Check required. 1 year lease required. 
Pictures may not be of exact unit available, and are meant for representation of finish, style and quality purposes only
"
976,LUXURY PET FRIENDLY 1 BR,New Westminster,1-Aug,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-luxury-pet-friendly-1-br/6926266488.html,1500,1,600,"

QR Code Link to This Post





 LUXURY 1 BR AVAILABLE NOW
RARELY AVAILABLE - Unique opportunity to rent a one bedroom suite in a completely renovated building, updated in the style, design and finishes of a luxury condo. This is not a unit that has been updated cosmetically, but a building that has been completely renovated top to bottom.  This unit features hardwood floors through out, modern white shaker style cabinets, kitchen pass through / breakfast bar,  stainless steel appliances (fridge, stove, dishwasher and microhood), restaurant style pull down faucet, in-suite washer and dryer, large bathroom with tub / shower combo with glass shower door and modern tile surrounds. 
The building features off street parking rented at a minimal monthly fee on a first come first served basis, secured enterphone entry, communal roof top balcony, on-site caretaker, and professional management with 24 hour emergency service line. 
Located in the up and coming west end neighborhood of New Westminster, this neighborhood is highly walkable, with a walk score of 80 and a plethora of funky shops along Twelfth Street including Renaissance Books, SN Hobbies, and Sugar Snack Thrift Shop; or a variety of eateries including Paradise Donair, Wild Thyme and the Thirsty Duck Pub.  Take a short stroll to the newly updated Moody Park with an outdoor pool, and lawn bowling club, Royal City Centre Shopping Centre featuring Walmart and Save On Foods, or the New Westminster Public Library and Downtown New Westminster.  Either way, you will never face a shortage of things to do in this neighborhood.
Available Now, at an asking rent of $1500 including heat and hot water, 
The property is completely non-smoking, however, pets are welcome.
Please reply to this ad with some information about yourself and or anyone else, including pets that would be living in the unit, to schedule a viewing. Current landlord reference, employment or income verification and Credit Check required. 1 year lease required. 
"
977,Newly Renovated 2 Bedroom,UPTOWN NEW WESTMINSTER,1-Aug,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-newly-renovated-2/6944961648.html,1745,2,800,"

QR Code Link to This Post





NEWLY RENOVATED 2 BEDROOM AVAILABLE NOW
RARELY AVAILABLE - Unique opportunity to rent a two bedroom suite in a newly renovated building.  This is not a unit that has been updated cosmetically, but a building that has been completely renovated top to bottom featuring hardwood floors throughout,  as well as, all new windows.  
The building features gated underground off street parking and full size storage lockers, both rented at a minimal monthly fee on a first come first served basis; modern card operated laundry in the building; on-site caretaker, and professional management with 24 hour emergency service line. 
Located in the hub of New Westminster’s Uptown neighborhood, this neighborhood is highly walkable, with a walk score of 88 and a plethora of shops and services located along 6th Street and 6th Avenue, including Royal City Centre Mall, Wal-Mart, New Westminster Public Library, Save On Foods and Empire Landmark Cinema’s. Or take a short stroll to the newly updated Moody Park with an outdoor pool, and lawn bowling club.  Either way, you will never face a shortage of things to do in this neighborhood.
Available Now, we have several of these beautiful two bedroom units available at an asking rent of $1900 per month including heat and hot water.  Plus for a limited time, we are offering a signing bonus of up to one month’s free rent for any leases signed prior to August 31, 2019.  The signing bonus can be applied to the first months rent, or can be spread out and applied monthly to help offset your monthly living costs.  If you qualify for the full month’s free rent, and applied this monthly, your monthly remittance would be brought down to $1,745.00 per month for the first twelve months of tenancy.
The property is completely non-smoking, however, pets are welcome.
Please reply to this ad, with some information about yourself and or anyone else, including pets that would be living in the unit to arrange a viewing time and to determine your eligibility for the signing bonus. 
Current landlord reference, employment or income verification and Credit Check required. 1 year lease required. 
Pictures may not be of exact unit available, and are meant for representation of finish, style and quality purposes only
"
978,Awesome Private Room Rental On Capitol Hill in North Burnaby,Burnaby,1-Aug,https://vancouver.craigslist.org/bnc/roo/d/burnaby-awesome-private-room-rental-on/6947270207.html,800,,150,"

QR Code Link to This Post


Hello

We are looking for a roommate in our home on Capitol Hill Burnaby. We are a young married couple with a newborn who are pretty outgoing and easy to communicate with. We would like someone who is independent, clean, and prefers a quiet, clean, environment home. Open to a working professional or a single student for the room (No sharing or couples).

This is the best area in Burnaby to stay and close to schools  (Simon Fraser University, FIC, and British Columbia Institute of Technology), Brentwood mall, restaurants and Kensington Shopping Plaza. Super convenient to travel to Downtown. 

Bus numbers- 95, 129, 130, 160, C2.

-Multiple bustops at the end of the block from the house
-5 min drive to Holdom skytrain station
-30 mins by bus to ILSC language school or SFU Downtown Campus
-15 mins by bus to SFU Burnaby Mountain
-10 mins walk to Burnaby North Secondary School
-10 mins drive to Brentwood Mall
-20 mins drive to Downtown
-Close to Anytime Fitness and Crossfit Burnaby
-Lots of restaurants within walking distance

No Smoking/Drugs
No Pets
No Parties
No outside guests

Room comes fully furnished with Double bed and desk. Internet, laundry, heat and utilities all included. Street Parking also available.

Looking for someone to commit to at least 4 months lease. 

Rent at $800 per month. Available asap.

Please have references ready when asked.

If interested please tell me a little something about yourself. Call or text  show contact info
. Thank you.

Burnaby, Vancouver, SFU, BCIT, Metrotown Mall, Brentwood, Heights    "
979,2 bedroom suite for rent North Burnaby,North Burnaby Hastings and Holdom,1-Aug,https://vancouver.craigslist.org/bnc/apa/d/burnaby-2-bedroom-suite-for-rent-north/6926643213.html,2200,2,1000,"

QR Code Link to This Post


Features:
-Electric stove and Fridge
-In suite Washer and dryer
-One recently renovated bathroom and shower
-Fully furnished with mattress, chairs, table, sofa and lighting
-Street Parking in front of house

Location:
-Bus stop down the street about 5mins walk (Hastings and Howard)
-Conveniently located near Simon Fraser University (5 min drive by car or 10 min bus ride)
-Many multiple restaurants around (Sushi Giwa, Tim Hortons, Subway, Peking Restaurant and Mac's) 
-Walking distance to Confederation Park or to Mcgill Library
-Walking distance to Kensington Plaza (15mins)
-Separate Private entrance

No pets
No smoking

Deposits: half a month security deposit 


Lease term:1 year 

References must be presented and background check may be requested 

Asking $2200/ month. Suite is Sept 1.


"
980,Brand New Apartment - Pet Friendly!,New Westminster,1-Aug,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-brand-new-apartment-pet/6945038899.html,1800,1,560,"

QR Code Link to This Post


Brand new apartment

3 mins walk to Douglas College
15 mins drive to SFU

In building Skytrain station, 12 mins to Metrotown

Pet Friendly
1 year free Telus internet
No move-in fee
24 hrs security personnel on duty

Units Available: Studio, 1b1b, 2b2b, 3b2b from 7th floor up to 40 floor    "
981,"2300 sqf commercial space, great location - Downtown NewWestminster",Downtown New Westminster,1-Aug,https://vancouver.craigslist.org/bnc/off/d/2300-sqf-commercial-space-great/6947263011.html,3500,,2300,"

QR Code Link to This Post


about 2300 sqf commercial space for lease, in high ceiling warehouse building
great location in downtown New Westminster nearby Columbia plaza and skytrain station

Unit details:
Ground level approximant 1,206 sqf (64.8"" X 18.6""), 
office mezzanine about 306 sqf (17 X 18 feet),
office mezzanine about 324 sqf (18"" X 18"" feet),
front parking about 465 sqf 18.6"" X 25""  total 2,300 sqf
bay door
unit has handicap washroom and shower,  currently used by nutrition drink company

available July 1, 2019
the rent is $3,500 + GST per month, 
the rent is including property tax, not including any utilities.

Location:
New Westminster nearby Columbia plaza and New Westminster Skytrain Station
level lot, corner site, visual exposure,
corner of Auckland and 11th St.

Light Industrial zoning.
Concrete building with high ceiling, about 18-20feet,

The units are currently used by nutrition-drink company, and before this it's a church/gym
It's suitable for photography, warehouse distribution, construction and contractor's office and services too.
Has good pedestrian and vehicle access from both 11th Street and Auckland Street nearby skytrain.
Retail possible

Please call Mar at  show contact info
 for more details
"
982,Celebrate Civic Holiday in your new Office-Come for a FREE Tour Today,Metrotown,1-Aug,https://vancouver.craigslist.org/bnc/off/d/burnaby-celebrate-civic-holiday-in-your/6947258855.html,1935,,,"

QR Code Link to This Post


Just $1935/month on a 24-month agreement !!!
An interior office with a window into the hallway !!!
Everything is included – simple pricing with no extras 
Events & activities to meet like – minded people, network & create new opportunities 
Access our global network of locations & get discounts with our supplier marketplace 
Start today !!! It’s quick & easy to set-up & we’re here to help whenever you’re ready !!! 
We give you three easy options with all inclusive pricing : 
Get your own space for one person or a whole team – from months to years 
Choose a 5 – 10 day package designed to save you money 
Download our app, register your credit card & start using our lounges,  meeting rooms & day office on demand 
For more information, call  show contact info
 to schedule a tour !!! 
*** PROMO CODE : 1540 - 2630 ***

Office space Burnaby -- Burnaby business -- Office rentals Burnaby -- Burnaby  -- Small business Burnaby -- Metrotown offices - Metrotower Offices - virtual offices - part time office- work from home- satellite offices- furnished offices- shared offices- shared space- executive offices - executive space - small office space- flex space- temporary office - short term office- full time office - private office -swing space- daily rentals- hourly rentals- reception service- professional answering service- administrative support - onsite receptionist - managed space - managed offices- meeting rooms    "
983,Ensuite bedrooms in new home across Brentwood perfect for students,North Burnaby,1-Aug,https://vancouver.craigslist.org/bnc/roo/d/burnaby-ensuite-bedrooms-in-new-home/6947250431.html,1100,,,"

QR Code Link to This Post


Large bedroom furnished with queen or double bed and desk with attached washroom (with tub). Kitchen, dining room and living room shared space is fully furnished located on main floor. This is a four bedroom shared home. 

Location feature:
2 min from Brentwood mall
5-8 min from Brentwood skytrain station 
5-8 min from various restaurants (Joey's, Browns, Pho, Sushi)
5-10 mins from various grocery stores ( Wholefoods, safe on foods)
20 mins skytrain trip to downtown

Home feature:
Home is brand new only being recently built
Roommates are friendly but aren't intrusive as rooms are big so they keep to themselves when needed
Radiant heating in the winter and Air conditioning in the summer
Shared Laundry room on same floor as room 
Large shared spaces fully equipped with supplies

Please note: No pets, no smoking, and rooms are meant for one person only.

If interested, please text or email Josephine with your name and a brief description of yourself to arrange for viewing.    "
984,1 Bedroom Modern Units in New Building,new Westminster,1-Aug,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-1-bedroom-modern-units/6947245526.html,1700,1,700,"

QR Code Link to This Post


DESCRIPTION 
This new luxurious and lovely mid-rise condo is central to the best of New Westminster. The shopping and dining convenience of Highway 1 and Pattullo bridge close at hand. Largest floor plan and very rarely available.

Some kitchen specifications include: 

   Durable laminate flat-panel kitchen cabinets with a clean square edge profile
   Elegant pulls on cabinets and drawers
   Sleek stainless steel under-mount sink with convenient double-bowl layout
   Moen dual spray, chrome, pull-down faucet
   Gourmet KitchenAid stainless steel appliance package:
   Integrated microwave
   Multi-cycle dishwasher



UNIT FEATURES

* Price $1700
* Largest of our 1 Bedroom + 1 Bathroom 
* Joint dining room + large living room layout provides spacious comfort
* Laminate wood flooring
* Designer interior paint with natural colors and contrast
* New in-suite washer & dryer

BUILDING AMENITIES

Tempo integrates a central courtyard into its design, defining a new way to enjoy your time. This is more than just a green space - it's all the amenities you want right here at home.

There's something for everyone: a fitness room, studio. Celebrate traditions with family and friends in the party room or spend some quiet time strolling the pathways. .

RENTAL TERMS

* Rental Fee: $1700+ utilities
* Security Deposit: half month rent refundable subject to move-out conditions
* Minimum 1-year lease, no subleasing
*no smoking
* Applications with references will be considered after viewing

Please contact Ibrahim at  show contact info

"
985,IMMACULATE 1 BED BRENTWOOD  W/PARKING $479K OPEN THIS WEEKEND,2088 BETA AVE - MEMENTO,1-Aug,https://vancouver.craigslist.org/bnc/reb/d/burnaby-immaculate-1-bed-brentwood/6926053756.html,479000,1,689,"

QR Code Link to This Post


NEW LISTING ALERT ⭐️ #418 2088 BETA 
👉Asking: $479,000
👉Showings by appointent

Area: Brentwood
Building: Memento
Year Built: 2009
Bedrooms: 1
Bathrooms: 1
Size: 689 SQF
Den: 1
Balcony: 1 
Parking: 1 
Strata: $202.32
Taxes: $2,602.95
Pets: Yes
Rentals: Yes 

👉For Private Showings:  show contact info


🔎WELCOME TO MEMENTO - this top floor immaculately maintained 1 bed + flex features an open concept floor plan with no wasted space. Attention first time home buyers and investors, this unit is PERFECTLY nestled in the Brentwood community, this 689 SQF unit features a west coast inspired kitchen with S/S energy efficient appliances, granite counter tops, custom counter cabinets, built-in microwave in the kitchen. Living room features an electric fireplace and a private balcony for relaxing from the busy day. Flex space can be doubled up as office or storage or closet space. Building is pet and rental friendly. 

Suite comes with 1 parking spot. Convenient location to all your needs of skytrain, schools, restaurants, park, and shopping. This home is awaiting you.


OFFERS: 
Via email only

PRIVATE SHOWINGS:
Call/Text Wilson

PRESENTED BY:
Wilson Su
Oakwyn Realty Downtown Ltd
Vancouver BC | V6B 2Y5

www.WILSONSU.ca    "
